indice_tiempo,clasificacion_vuelo,pasajeros,asientos,vuelos
2018-08-16,Internacional,38034,51165,261
2018-08-17,Cabotaje,50370,59606,431
2018-08-17,Internacional,39235,50425,261
2018-08-18,Cabotaje,42810,53297,388
2018-08-18,Internacional,39614,54156,267
2018-08-19,Cabotaje,38423,52719,377
2018-08-19,Internacional,40655,53128,275
2018-08-20,Cabotaje,48421,60450,434
2018-08-20,Internacional,40406,51595,262
2018-08-21,Cabotaje,46841,58544,420
2018-08-21,Internacional,35874,48042,246
2018-08-22,Cabotaje,45126,58347,417
2018-08-22,Internacional,34296,49546,254
2018-08-23,Cabotaje,42456,56631,414
2018-08-23,Internacional,35518,52683,270
2018-08-24,Cabotaje,45976,59430,436
2018-08-24,Internacional,36143,49534,254
2018-08-25,Cabotaje,38217,51717,375
2018-08-25,Internacional,38660,53731,262
2018-08-26,Cabotaje,38569,51043,371
2018-08-26,Internacional,40339,52521,271
2018-08-27,Cabotaje,42457,57880,423
2018-08-27,Internacional,38189,51475,261
2018-08-28,Cabotaje,37769,54946,397
2018-08-28,Internacional,33234,49369,252
2018-08-29,Cabotaje,40134,55301,401
2018-08-29,Internacional,32644,49173,252
2018-08-30,Cabotaje,41731,54730,405
2018-08-30,Internacional,34793,50205,262
2018-08-31,Cabotaje,45639,58002,423
2018-08-31,Internacional,38971,50941,253
2018-09-01,Cabotaje,37809,49364,357
2018-09-01,Internacional,41175,54883,266
2018-09-02,Cabotaje,39061,51743,368
2018-09-02,Internacional,40897,52462,271
2018-09-03,Cabotaje,41050,55898,406
2018-09-03,Internacional,37042,50179,252
2018-09-04,Cabotaje,38247,55014,394
2018-09-04,Internacional,34951,49323,251
2018-09-05,Cabotaje,40167,54807,396
2018-09-05,Internacional,34442,48572,250
2018-09-06,Cabotaje,41864,53913,393
2018-09-06,Internacional,37377,51622,261
2018-09-07,Cabotaje,47743,58622,424
2018-09-07,Internacional,36283,49243,253
2018-09-08,Cabotaje,40086,49584,356
2018-09-08,Internacional,39992,55047,268
2018-09-09,Cabotaje,40901,50258,360
2018-09-09,Internacional,42508,53876,278
2018-09-10,Cabotaje,44632,57108,413
2018-09-10,Internacional,38727,51113,258
2018-09-11,Cabotaje,40617,53633,385
2018-09-11,Internacional,33940,47084,241
2018-09-12,Cabotaje,42573,55100,396
2018-09-12,Internacional,33685,47507,240
2018-09-13,Cabotaje,42593,54154,394
2018-09-13,Internacional,37091,51816,265
2018-09-14,Cabotaje,47182,57447,416
2018-09-14,Internacional,38829,50042,254
2018-09-15,Cabotaje,40028,48643,350
2018-09-15,Internacional,44165,55978,275
2018-09-16,Cabotaje,41876,50620,371
2018-09-16,Internacional,43214,54244,281
2018-09-17,Cabotaje,45265,56717,415
2018-09-17,Internacional,37760,49523,252
2018-09-18,Cabotaje,42013,55064,398
2018-09-18,Internacional,33554,45914,235
2018-09-19,Cabotaje,43958,55931,407
2018-09-19,Internacional,38838,52273,261
2018-09-20,Cabotaje,44966,55248,399
2018-09-20,Internacional,40072,51303,261
2018-09-21,Cabotaje,47684,58663,422
2018-09-21,Internacional,39525,49307,255
2018-09-22,Cabotaje,40489,50569,368
2018-09-22,Internacional,43547,54767,267
2018-09-23,Cabotaje,43948,51504,370
2018-09-23,Internacional,45790,54691,283
2018-09-24,Cabotaje,51016,58491,430
2018-09-24,Internacional,43183,51152,258
2018-09-25,Cabotaje,2297,4046,25
2018-09-25,Internacional,2058,2976,11
2018-09-26,Cabotaje,48913,55269,401
2018-09-26,Internacional,46023,57093,277
2018-09-27,Cabotaje,45253,55050,399
2018-09-27,Internacional,41310,52352,265
2018-09-28,Cabotaje,46907,57355,423
2018-09-28,Internacional,40063,50285,256
2018-09-29,Cabotaje,39528,50444,373
2018-09-29,Internacional,41452,52500,253
2018-09-30,Cabotaje,40984,51258,378
2018-09-30,Internacional,43329,53699,278
2018-10-01,Cabotaje,45392,58672,442
2018-10-01,Internacional,38271,49021,252
2018-10-02,Cabotaje,41273,55979,406
2018-10-02,Internacional,33619,47372,239
2018-10-03,Cabotaje,40557,53954,393
2018-10-03,Internacional,34671,48167,244
2018-10-04,Cabotaje,37257,48304,354
2018-10-04,Internacional,36229,50523,257
2018-10-05,Cabotaje,44549,52873,385
2018-10-05,Internacional,38089,49496,253
2018-10-06,Cabotaje,40390,52274,382
2018-10-06,Internacional,41203,54056,268
2018-10-07,Cabotaje,39700,52837,387
2018-10-07,Internacional,38897,51454,269
2018-10-08,Cabotaje,43523,58363,428
2018-10-08,Internacional,35175,48404,250
2018-10-09,Cabotaje,41161,55805,402
2018-10-09,Internacional,32892,48927,247
2018-10-10,Cabotaje,42592,55331,403
2018-10-10,Internacional,33869,46998,243
2018-10-11,Cabotaje,46388,58294,416
2018-10-11,Internacional,39408,51974,263
2018-10-12,Cabotaje,49723,60145,437
2018-10-12,Internacional,41655,51183,263
2018-10-13,Cabotaje,41719,52734,381
2018-10-13,Internacional,41268,51947,257
2018-10-14,Cabotaje,36696,51211,368
2018-10-14,Internacional,39268,50263,258
2018-10-15,Cabotaje,48508,60592,439
2018-10-15,Internacional,40976,50305,257
2018-10-16,Cabotaje,47252,58188,423
2018-10-16,Internacional,37482,48110,242
2018-10-17,Cabotaje,44220,55127,402
2018-10-17,Internacional,34585,47353,243
2018-10-18,Cabotaje,45056,57771,420
2018-10-18,Internacional,35340,48006,245
2018-10-19,Cabotaje,48877,61303,447
2018-10-19,Internacional,38715,49480,251
2018-10-20,Cabotaje,39095,49678,357
2018-10-20,Internacional,41296,52468,258
2018-10-21,Cabotaje,41213,53156,382
2018-10-21,Internacional,40476,50814,266
2018-10-22,Cabotaje,47150,58877,436
2018-10-22,Internacional,38120,49989,251
2018-10-23,Cabotaje,44070,56302,403
2018-10-23,Internacional,32603,45870,235
2018-10-24,Cabotaje,42517,53765,395
2018-10-24,Internacional,33018,47904,242
2018-10-25,Cabotaje,45100,57119,421
2018-10-25,Internacional,35427,50024,252
2018-10-26,Cabotaje,47325,58527,429
2018-10-26,Internacional,36133,47944,246
2018-10-27,Cabotaje,39904,51937,377
2018-10-27,Internacional,38253,52065,257
2018-10-28,Cabotaje,40767,51499,373
2018-10-28,Internacional,38222,50311,259
2018-10-29,Cabotaje,44931,58276,423
2018-10-29,Internacional,36587,51252,255
2018-10-30,Cabotaje,40488,55353,398
2018-10-30,Internacional,33923,49562,251
2018-10-31,Cabotaje,41463,55282,406
2018-10-31,Internacional,35007,49548,253
2018-11-01,Cabotaje,43714,59802,433
2018-11-01,Internacional,38874,53627,276
2018-11-02,Cabotaje,42249,56049,417
2018-11-02,Internacional,35931,47249,242
2018-11-03,Cabotaje,41127,56004,409
2018-11-03,Internacional,39720,53138,265
2018-11-04,Cabotaje,40320,52892,377
2018-11-04,Internacional,39912,50999,267
2018-11-05,Cabotaje,46230,61341,446
2018-11-05,Internacional,38031,50184,255
2018-11-06,Cabotaje,43121,58269,420
2018-11-06,Internacional,34080,48908,246
2018-11-07,Cabotaje,44059,59104,431
2018-11-07,Internacional,30967,44864,231
2018-11-08,Cabotaje,22854,28988,211
2018-11-08,Internacional,33165,45695,223
2018-11-09,Cabotaje,54741,62498,464
2018-11-09,Internacional,39935,50317,261
2018-11-10,Cabotaje,35433,43136,315
2018-11-10,Internacional,40059,52193,260
2018-11-11,Cabotaje,46087,54208,391
2018-11-11,Internacional,41209,51463,267
2018-11-12,Cabotaje,45898,56566,426
2018-11-12,Internacional,39902,52054,261
2018-11-13,Cabotaje,44347,58624,433
2018-11-13,Internacional,33504,47759,242
2018-11-14,Cabotaje,46326,57626,431
2018-11-14,Internacional,35411,47582,244
2018-11-15,Cabotaje,50181,61220,448
2018-11-15,Internacional,40236,51801,267
2018-11-16,Cabotaje,46752,57469,432
2018-11-16,Internacional,41539,50348,261
2018-11-17,Cabotaje,45050,55198,402
2018-11-17,Internacional,44457,54148,272
2018-11-18,Cabotaje,38572,50671,365
2018-11-18,Internacional,40794,49594,258
2018-11-19,Cabotaje,49467,62947,457
2018-11-19,Internacional,42668,52559,265
2018-11-20,Cabotaje,48509,61207,445
2018-11-20,Internacional,37428,48925,248
2018-11-21,Cabotaje,46858,60979,442
2018-11-21,Internacional,34420,46847,242
2018-11-22,Cabotaje,45658,60003,439
2018-11-22,Internacional,37285,51425,259
2018-11-23,Cabotaje,47748,60821,445
2018-11-23,Internacional,37204,47545,252
2018-11-24,Cabotaje,39954,54771,398
2018-11-24,Internacional,41260,52681,268
2018-11-25,Cabotaje,45693,52855,372
2018-11-25,Internacional,42092,50878,267
2018-11-26,Cabotaje,15864,20156,131
2018-11-26,Internacional,31868,39344,189
2018-11-27,Cabotaje,38675,49613,366
2018-11-27,Internacional,34818,49575,245
2018-11-28,Cabotaje,45990,59740,437
2018-11-28,Internacional,35531,47571,243
2018-11-29,Cabotaje,21705,29069,208
2018-11-29,Internacional,32326,46252,225
2018-11-30,Cabotaje,4575,5772,52
2018-11-30,Internacional,30576,40016,196
2018-12-01,Cabotaje,4064,5522,46
2018-12-01,Internacional,36647,47619,226
2018-12-02,Cabotaje,40602,52539,372
2018-12-02,Internacional,42288,53640,280
2018-12-03,Cabotaje,44705,62771,450
2018-12-03,Internacional,40218,52631,268
2018-12-04,Cabotaje,40744,60361,432
2018-12-04,Internacional,33677,49176,249
2018-12-05,Cabotaje,43357,60072,434
2018-12-05,Internacional,34120,48859,248
2018-12-06,Cabotaje,44345,59443,424
2018-12-06,Internacional,38791,53129,272
2018-12-07,Cabotaje,48968,62831,454
2018-12-07,Internacional,38348,51759,269
2018-12-08,Cabotaje,39354,54835,384
2018-12-08,Internacional,40397,56423,282
2018-12-09,Cabotaje,39123,52764,377
2018-12-09,Internacional,39635,51465,267
2018-12-10,Cabotaje,47490,63117,458
2018-12-10,Internacional,40971,53158,268
2018-12-11,Cabotaje,43029,59391,429
2018-12-11,Internacional,36058,49554,251
2018-12-12,Cabotaje,50924,61876,445
2018-12-12,Internacional,37397,49930,251
2018-12-13,Cabotaje,25593,46565,351
2018-12-13,Internacional,37316,50596,253
2018-12-14,Cabotaje,41545,58714,441
2018-12-14,Internacional,40900,53027,273
2018-12-15,Cabotaje,45072,58348,416
2018-12-15,Internacional,45642,56839,281
2018-12-16,Cabotaje,42225,56839,399
2018-12-16,Internacional,42919,53041,273
2018-12-17,Cabotaje,44914,59831,439
2018-12-17,Internacional,42097,53921,269
2018-12-18,Cabotaje,43820,58290,423
2018-12-18,Internacional,38174,49560,251
2018-12-19,Cabotaje,44705,57568,415
2018-12-19,Internacional,39796,50942,256
2018-12-20,Cabotaje,45228,57765,425
2018-12-20,Internacional,45904,57539,296
2018-12-21,Cabotaje,47080,59161,432
2018-12-21,Internacional,46201,56342,291
2018-12-22,Cabotaje,45003,55744,397
2018-12-22,Internacional,52990,63552,318
2018-12-23,Cabotaje,39265,51818,373
2018-12-23,Internacional,46761,57967,306
2018-12-24,Cabotaje,30844,51199,358
2018-12-24,Internacional,37168,52395,259
2018-12-25,Cabotaje,34421,49348,359
2018-12-25,Internacional,36674,50902,255
2018-12-26,Cabotaje,46874,58268,431
2018-12-26,Internacional,42239,53597,279
2018-12-27,Cabotaje,46958,59297,433
2018-12-27,Internacional,48150,59937,307
2018-12-28,Cabotaje,48343,60284,443
2018-12-28,Internacional,47277,58736,307
2018-12-29,Cabotaje,44615,53585,393
2018-12-29,Internacional,51075,63890,325
2018-12-30,Cabotaje,43430,53161,385
2018-12-30,Internacional,44816,58246,308
2018-12-31,Cabotaje,35090,52760,376
2018-12-31,Internacional,36083,53459,264
2019-01-01,Cabotaje,37398,50806,371
2019-01-01,Internacional,36985,53258,269
2019-01-02,Cabotaje,47546,56577,416
2019-01-02,Internacional,45080,56747,299
2019-01-03,Cabotaje,47480,59963,437
2019-01-03,Internacional,50453,61973,318
2019-01-04,Cabotaje,45631,59309,435
2019-01-04,Internacional,46766,58859,311
2019-01-05,Cabotaje,42463,54259,391
2019-01-05,Internacional,53891,68228,347
2019-01-06,Cabotaje,41559,51661,376
2019-01-06,Internacional,51744,64547,344
2019-01-07,Cabotaje,48889,62678,455
2019-01-07,Internacional,49097,61921,318
2019-01-08,Cabotaje,44939,58161,420
2019-01-08,Internacional,44495,58087,298
2019-01-09,Cabotaje,44295,59460,427
2019-01-09,Internacional,43783,57705,296
2019-01-10,Cabotaje,44937,59536,428
2019-01-10,Internacional,46977,60058,308
2019-01-11,Cabotaje,45962,60368,434
2019-01-11,Internacional,46679,59851,318
2019-01-12,Cabotaje,41932,54026,378
2019-01-12,Internacional,52751,66694,345
2019-01-13,Cabotaje,41537,53514,378
2019-01-13,Internacional,52644,66108,349
2019-01-14,Cabotaje,47659,61180,434
2019-01-14,Internacional,50296,61786,318
2019-01-15,Cabotaje,46333,58042,422
2019-01-15,Internacional,47481,58586,305
2019-01-16,Cabotaje,45476,58359,421
2019-01-16,Internacional,45082,56421,294
2019-01-17,Cabotaje,41062,52700,378
2019-01-17,Internacional,47424,58592,297
2019-01-18,Cabotaje,46729,58346,428
2019-01-18,Internacional,48423,60515,322
2019-01-19,Cabotaje,42276,54408,388
2019-01-19,Internacional,52371,66246,344
2019-01-20,Cabotaje,41062,53371,382
2019-01-20,Internacional,51385,64207,338
2019-01-21,Cabotaje,47542,61986,445
2019-01-21,Internacional,49496,61860,320
2019-01-22,Cabotaje,43993,57732,416
2019-01-22,Internacional,44021,57615,299
2019-01-23,Cabotaje,44044,59229,429
2019-01-23,Internacional,43048,56761,295
2019-01-24,Cabotaje,44224,57706,414
2019-01-24,Internacional,45682,59213,307
2019-01-25,Cabotaje,45285,58893,424
2019-01-25,Internacional,47009,60152,318
2019-01-26,Cabotaje,41117,53512,382
2019-01-26,Internacional,54325,68632,350
2019-01-27,Cabotaje,40462,52797,384
2019-01-27,Internacional,50499,63509,339
2019-01-28,Cabotaje,45992,61442,445
2019-01-28,Internacional,48724,62337,320
2019-01-29,Cabotaje,42187,56411,413
2019-01-29,Internacional,42035,55414,285
2019-01-30,Cabotaje,45025,58834,421
2019-01-30,Internacional,46211,59719,307
2019-01-31,Cabotaje,46038,59384,428
2019-01-31,Internacional,48263,60443,307
2019-02-01,Cabotaje,46338,59563,433
2019-02-01,Internacional,49155,59811,313
2019-02-02,Cabotaje,41782,53637,381
2019-02-02,Internacional,53937,64665,331
2019-02-03,Cabotaje,41276,52995,377
2019-02-03,Internacional,51462,62113,325
2019-02-04,Cabotaje,46360,60063,434
2019-02-04,Internacional,48712,60069,307
2019-02-05,Cabotaje,44416,58674,414
2019-02-05,Internacional,44203,55661,281
2019-02-06,Cabotaje,42986,58022,418
2019-02-06,Internacional,41837,53704,278
2019-02-07,Cabotaje,44466,59425,425
2019-02-07,Internacional,45258,58732,295
2019-02-08,Cabotaje,45357,58374,424
2019-02-08,Internacional,45304,56916,295
2019-02-09,Cabotaje,41758,54224,382
2019-02-09,Internacional,52499,64427,330
2019-02-10,Cabotaje,42090,53397,378
2019-02-10,Internacional,50939,62432,329
2019-02-11,Cabotaje,46440,58327,422
2019-02-11,Internacional,46762,58389,301
2019-02-12,Cabotaje,45120,59180,421
2019-02-12,Internacional,42931,54897,277
2019-02-13,Cabotaje,44150,58207,414
2019-02-13,Internacional,42092,53822,279
2019-02-14,Cabotaje,46578,60722,426
2019-02-14,Internacional,46701,57710,290
2019-02-15,Cabotaje,47699,60300,431
2019-02-15,Internacional,48910,57595,301
2019-02-16,Cabotaje,41823,53052,373
2019-02-16,Internacional,54032,62062,312
2019-02-17,Cabotaje,42293,52888,373
2019-02-17,Internacional,50601,59103,310
2019-02-18,Cabotaje,46602,59154,420
2019-02-18,Internacional,47886,55874,283
2019-02-19,Cabotaje,44046,57577,412
2019-02-19,Internacional,40907,51093,256
2019-02-20,Cabotaje,44594,56442,398
2019-02-20,Internacional,40783,50393,257
2019-02-21,Cabotaje,45499,59763,419
2019-02-21,Internacional,43317,55248,279
2019-02-22,Cabotaje,45697,58030,423
2019-02-22,Internacional,44430,54300,283
2019-02-23,Cabotaje,41449,53445,379
2019-02-23,Internacional,51817,63640,322
2019-02-24,Cabotaje,42158,52214,372
2019-02-24,Internacional,49439,61248,320
2019-02-25,Cabotaje,46961,59114,430
2019-02-25,Internacional,45547,54977,278
2019-02-26,Cabotaje,45394,57969,411
2019-02-26,Internacional,41698,51532,261
2019-02-27,Cabotaje,46057,57108,412
2019-02-27,Internacional,42730,51511,264
2019-02-28,Cabotaje,51354,60532,432
2019-02-28,Internacional,47828,56994,286
2019-03-01,Cabotaje,50372,58704,418
2019-03-01,Internacional,47880,55302,286
2019-03-02,Cabotaje,45207,52884,374
2019-03-02,Internacional,51652,61417,308
2019-03-03,Cabotaje,40307,51086,363
2019-03-03,Internacional,45921,55741,287
2019-03-04,Cabotaje,43976,59757,424
2019-03-04,Internacional,45786,55588,281
2019-03-05,Cabotaje,48402,59682,415
2019-03-05,Internacional,44853,52691,266
2019-03-06,Cabotaje,47177,61257,434
2019-03-06,Internacional,40463,48916,251
2019-03-07,Cabotaje,38916,51824,379
2019-03-07,Internacional,42925,54760,272
2019-03-08,Cabotaje,47726,59472,431
2019-03-08,Internacional,44130,54464,276
2019-03-09,Cabotaje,41506,54445,386
2019-03-09,Internacional,48214,58424,291
2019-03-10,Cabotaje,41001,52196,357
2019-03-10,Internacional,47017,55518,286
2019-03-11,Cabotaje,46138,59724,428
2019-03-11,Internacional,43158,51662,264
2019-03-12,Cabotaje,42383,55040,386
2019-03-12,Internacional,39481,47796,242
2019-03-13,Cabotaje,44003,58784,409
2019-03-13,Internacional,35478,43431,221
2019-03-14,Cabotaje,45317,58275,405
2019-03-14,Internacional,41656,52055,261
2019-03-15,Cabotaje,46352,57614,411
2019-03-15,Internacional,43873,51476,262
2019-03-16,Cabotaje,41492,54636,385
2019-03-16,Internacional,48252,56972,282
2019-03-17,Cabotaje,39778,50598,358
2019-03-17,Internacional,45758,51977,267
2019-03-18,Cabotaje,46490,58680,421
2019-03-18,Internacional,43248,51229,258
2019-03-19,Cabotaje,42436,55444,390
2019-03-19,Internacional,38159,47019,238
2019-03-20,Cabotaje,43702,58328,411
2019-03-20,Internacional,36244,44504,226
2019-03-21,Cabotaje,43503,56213,396
2019-03-21,Internacional,40148,50898,254
2019-03-22,Cabotaje,46313,57465,409
2019-03-22,Internacional,41823,50161,258
2019-03-23,Cabotaje,38342,51104,358
2019-03-23,Internacional,45285,54967,273
2019-03-24,Cabotaje,38630,49477,345
2019-03-24,Internacional,45323,54249,274
2019-03-25,Cabotaje,44347,57502,413
2019-03-25,Internacional,41214,51362,257
2019-03-26,Cabotaje,39494,52999,375
2019-03-26,Internacional,36047,47905,240
2019-03-27,Cabotaje,43138,56327,401
2019-03-27,Internacional,32836,43074,219
2019-03-28,Cabotaje,45358,56319,397
2019-03-28,Internacional,39356,51516,258
2019-03-29,Cabotaje,45583,56103,410
2019-03-29,Internacional,40956,50790,258
2019-03-30,Cabotaje,39699,52102,363
2019-03-30,Internacional,45820,54940,272
2019-03-31,Cabotaje,37060,49818,351
2019-03-31,Internacional,43924,50956,265
2019-04-01,Cabotaje,39829,56815,416
2019-04-01,Internacional,39417,49089,247
2019-04-02,Cabotaje,39334,54967,382
2019-04-02,Internacional,38247,47647,238
2019-04-03,Cabotaje,40289,53873,387
2019-04-03,Internacional,33039,43573,216
2019-04-04,Cabotaje,38203,52739,382
2019-04-04,Internacional,36233,48396,241
2019-04-05,Cabotaje,43133,56401,403
2019-04-05,Internacional,36656,46148,232
2019-04-06,Cabotaje,35945,51083,355
2019-04-06,Internacional,38799,48002,235
2019-04-07,Cabotaje,37954,50523,355
2019-04-07,Internacional,42560,49364,250
2019-04-08,Cabotaje,43584,56693,408
2019-04-08,Internacional,40004,48778,246
2019-04-09,Cabotaje,38164,50389,358
2019-04-09,Internacional,34119,43510,220
2019-04-10,Cabotaje,40898,52014,369
2019-04-10,Internacional,34230,42301,213
2019-04-11,Cabotaje,41031,52258,376
2019-04-11,Internacional,39703,49267,243
2019-04-12,Cabotaje,44710,54502,394
2019-04-12,Internacional,40442,46340,234
2019-04-13,Cabotaje,39479,50196,354
2019-04-13,Internacional,44479,52095,252
2019-04-14,Cabotaje,38378,47131,334
2019-04-14,Internacional,42103,48732,250
2019-04-15,Cabotaje,42240,53669,393
2019-04-15,Internacional,39132,48763,245
2019-04-16,Cabotaje,41318,51119,362
2019-04-16,Internacional,36233,46010,230
2019-04-17,Cabotaje,46454,54333,395
2019-04-17,Internacional,37955,44858,226
2019-04-18,Cabotaje,46012,53964,383
2019-04-18,Internacional,43828,51150,255
2019-04-19,Cabotaje,34971,49791,348
2019-04-19,Internacional,37776,47043,236
2019-04-20,Cabotaje,36188,49529,349
2019-04-20,Internacional,40393,49630,240
2019-04-21,Cabotaje,44920,50481,357
2019-04-21,Internacional,46321,51847,263
2019-04-22,Cabotaje,50969,57029,410
2019-04-22,Internacional,44133,49100,247
2019-04-23,Cabotaje,43949,51400,368
2019-04-23,Internacional,41216,47887,234
2019-04-24,Cabotaje,43824,51130,368
2019-04-24,Internacional,34820,41856,212
2019-04-25,Cabotaje,41553,49244,355
2019-04-25,Internacional,38431,47782,236
2019-04-26,Cabotaje,46412,54686,390
2019-04-26,Internacional,38065,45847,230
2019-04-27,Cabotaje,40706,49910,354
2019-04-27,Internacional,41518,49419,241
2019-04-28,Cabotaje,40614,49629,352
2019-04-28,Internacional,42825,48300,250
2019-04-29,Cabotaje,43429,51646,382
2019-04-29,Internacional,44056,51857,252
2019-04-30,Cabotaje,3053,4138,24
2019-04-30,Internacional,4879,6140,25
2019-05-01,Cabotaje,39436,52134,373
2019-05-01,Internacional,42827,50308,242
2019-05-02,Cabotaje,44498,54080,385
2019-05-02,Internacional,40807,48623,238
2019-05-03,Cabotaje,43563,55461,401
2019-05-03,Internacional,37183,45933,229
2019-05-04,Cabotaje,36361,49667,348
2019-05-04,Internacional,40026,49104,234
2019-05-05,Cabotaje,37159,46804,332
2019-05-05,Internacional,42581,48517,244
2019-05-06,Cabotaje,44033,55324,402
2019-05-06,Internacional,40178,47580,236
2019-05-07,Cabotaje,37752,49843,360
2019-05-07,Internacional,33447,42079,206
2019-05-08,Cabotaje,37905,48375,359
2019-05-08,Internacional,33071,41894,208
2019-05-09,Cabotaje,42602,53586,385
2019-05-09,Internacional,35648,46897,233
2019-05-10,Cabotaje,45858,55904,408
2019-05-10,Internacional,36237,44656,225
2019-05-11,Cabotaje,37093,49195,344
2019-05-11,Internacional,39502,49045,234
2019-05-12,Cabotaje,37059,47912,345
2019-05-12,Internacional,39520,47128,240
2019-05-13,Cabotaje,42680,55796,405
2019-05-13,Internacional,36951,46006,229
2019-05-14,Cabotaje,37563,49944,351
2019-05-14,Internacional,32299,42449,208
2019-05-15,Cabotaje,40298,51877,371
2019-05-15,Internacional,32750,41439,206
2019-05-16,Cabotaje,42050,54313,390
2019-05-16,Internacional,36036,47997,234
2019-05-17,Cabotaje,45002,55919,404
2019-05-17,Internacional,35841,44628,224
2019-05-18,Cabotaje,37844,50672,349
2019-05-18,Internacional,39411,48946,233
2019-05-19,Cabotaje,39127,49376,346
2019-05-19,Internacional,40560,47984,241
2019-05-20,Cabotaje,43976,56715,406
2019-05-20,Internacional,36192,45739,230
2019-05-21,Cabotaje,37912,51118,360
2019-05-21,Internacional,34774,44974,221
2019-05-22,Cabotaje,39150,51876,373
2019-05-22,Internacional,33389,42223,213
2019-05-23,Cabotaje,43159,55438,396
2019-05-23,Internacional,36731,46975,230
2019-05-24,Cabotaje,45757,56338,401
2019-05-24,Internacional,36427,44257,224
2019-05-25,Cabotaje,35854,49668,347
2019-05-25,Internacional,38715,49003,233
2019-05-26,Cabotaje,38782,49479,348
2019-05-26,Internacional,39059,46736,239
2019-05-27,Cabotaje,45139,55762,400
2019-05-27,Internacional,37570,45738,228
2019-05-28,Cabotaje,42845,51188,363
2019-05-28,Internacional,36729,43084,210
2019-05-29,Cabotaje,5021,7963,48
2019-05-29,Internacional,4484,6292,24
2019-05-30,Cabotaje,45426,53846,390
2019-05-30,Internacional,44168,52862,252
2019-05-31,Cabotaje,45541,54726,396
2019-05-31,Internacional,38530,45440,224
2019-06-01,Cabotaje,37017,49662,355
2019-06-01,Internacional,39496,48274,234
2019-06-02,Cabotaje,37130,47777,334
2019-06-02,Internacional,37911,46243,235
2019-06-03,Cabotaje,42699,56239,394
2019-06-03,Internacional,36359,46078,229
2019-06-04,Cabotaje,35331,48962,343
2019-06-04,Internacional,29204,38954,197
2019-06-05,Cabotaje,36258,49708,355
2019-06-05,Internacional,32423,42514,214
2019-06-06,Cabotaje,39902,52603,376
2019-06-06,Internacional,32801,44182,219
2019-06-07,Cabotaje,42399,54258,380
2019-06-07,Internacional,34834,45088,227
2019-06-08,Cabotaje,35611,49075,340
2019-06-08,Internacional,34973,45948,223
2019-06-09,Cabotaje,37061,48613,334
2019-06-09,Internacional,37502,47864,242
2019-06-10,Cabotaje,42014,54620,382
2019-06-10,Internacional,36269,47498,236
2019-06-11,Cabotaje,37170,49414,343
2019-06-11,Internacional,31552,41907,213
2019-06-12,Cabotaje,39000,50272,360
2019-06-12,Internacional,32474,41247,204
2019-06-13,Cabotaje,43249,52714,370
2019-06-13,Internacional,37086,45198,227
2019-06-14,Cabotaje,45967,54043,380
2019-06-14,Internacional,37435,44610,229
2019-06-15,Cabotaje,39841,47417,333
2019-06-15,Internacional,39614,47143,232
2019-06-16,Cabotaje,34389,46125,325
2019-06-16,Internacional,39013,47855,241
2019-06-17,Cabotaje,43305,54120,397
2019-06-17,Internacional,38409,47119,235
2019-06-18,Cabotaje,38691,50051,356
2019-06-18,Internacional,31910,41494,211
2019-06-19,Cabotaje,39718,49954,353
2019-06-19,Internacional,34447,43431,217
2019-06-20,Cabotaje,41987,54612,378
2019-06-20,Internacional,36900,45802,230
2019-06-21,Cabotaje,38518,52955,377
2019-06-21,Internacional,35570,44933,229
2019-06-22,Cabotaje,37801,49677,348
2019-06-22,Internacional,37992,45238,222
2019-06-23,Cabotaje,39261,45897,327
2019-06-23,Internacional,40880,47255,239
2019-06-24,Cabotaje,47395,55208,393
2019-06-24,Internacional,40820,46990,233
2019-06-25,Cabotaje,41279,50859,363
2019-06-25,Internacional,35195,42918,221
2019-06-26,Cabotaje,40362,49881,353
2019-06-26,Internacional,35778,42597,217
2019-06-27,Cabotaje,43687,53262,372
2019-06-27,Internacional,37767,44684,225
2019-06-28,Cabotaje,45422,54506,388
2019-06-28,Internacional,36477,43385,224
2019-06-29,Cabotaje,39479,50509,349
2019-06-29,Internacional,40143,47781,236
2019-06-30,Cabotaje,40633,49559,348
2019-06-30,Internacional,41899,50467,255
2019-07-01,Cabotaje,44791,60275,429
2019-07-01,Internacional,38908,48082,242
2019-07-02,Cabotaje,39647,55640,386
2019-07-02,Internacional,35358,45851,241
2019-07-03,Cabotaje,43928,57802,404
2019-07-03,Internacional,36653,46359,239
2019-07-04,Cabotaje,51000,61725,424
2019-07-04,Internacional,38340,47092,242
2019-07-05,Cabotaje,47776,54881,390
2019-07-05,Internacional,38065,46036,232
2019-07-06,Cabotaje,53311,60607,418
2019-07-06,Internacional,41263,49373,244
2019-07-07,Cabotaje,44501,55273,377
2019-07-07,Internacional,41002,50500,258
2019-07-08,Cabotaje,47581,59257,420
2019-07-08,Internacional,40350,49866,253
2019-07-09,Cabotaje,49232,58273,414
2019-07-09,Internacional,37324,45034,231
2019-07-10,Cabotaje,48315,56764,408
2019-07-10,Internacional,39237,47933,244
2019-07-11,Cabotaje,50545,58565,416
2019-07-11,Internacional,33247,42537,223
2019-07-12,Cabotaje,52184,61229,435
2019-07-12,Internacional,41776,50231,254
2019-07-13,Cabotaje,48721,56470,403
2019-07-13,Internacional,40339,48967,244
2019-07-14,Cabotaje,51749,58941,407
2019-07-14,Internacional,42601,50590,258
